value,coordinates,summary,flagInfo.hasFlags,parameter.id,parameter.name,parameter.units,parameter.displayName,period.label,period.interval,period.datetimeFrom.utc,period.datetimeFrom.local,period.datetimeTo.utc,period.datetimeTo.local,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-04T10:00:00Z,2023-04-04T12:00:00+02:00,2023-04-04T11:00:00Z,2023-04-04T13:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-04T10:00:00Z,2023-04-04T12:00:00+02:00,2023-04-04T11:00:00Z,2023-04-04T13:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-04T11:00:00Z,2023-04-04T13:00:00+02:00,2023-04-04T12:00:00Z,2023-04-04T14:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-04T11:00:00Z,2023-04-04T13:00:00+02:00,2023-04-04T12:00:00Z,2023-04-04T14:00:00+02:00
4.41,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-04T12:00:00Z,2023-04-04T14:00:00+02:00,2023-04-04T13:00:00Z,2023-04-04T15:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-04T12:00:00Z,2023-04-04T14:00:00+02:00,2023-04-04T13:00:00Z,2023-04-04T15:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-04T13:00:00Z,2023-04-04T15:00:00+02:00,2023-04-04T14:00:00Z,2023-04-04T16:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-04T13:00:00Z,2023-04-04T15:00:00+02:00,2023-04-04T14:00:00Z,2023-04-04T16:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-04T14:00:00Z,2023-04-04T16:00:00+02:00,2023-04-04T15:00:00Z,2023-04-04T17:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-04T14:00:00Z,2023-04-04T16:00:00+02:00,2023-04-04T15:00:00Z,2023-04-04T17:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-04T15:00:00Z,2023-04-04T17:00:00+02:00,2023-04-04T16:00:00Z,2023-04-04T18:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-04T15:00:00Z,2023-04-04T17:00:00+02:00,2023-04-04T16:00:00Z,2023-04-04T18:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-04T16:00:00Z,2023-04-04T18:00:00+02:00,2023-04-04T17:00:00Z,2023-04-04T19:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-04T16:00:00Z,2023-04-04T18:00:00+02:00,2023-04-04T17:00:00Z,2023-04-04T19:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-04T17:00:00Z,2023-04-04T19:00:00+02:00,2023-04-04T18:00:00Z,2023-04-04T20:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-04T17:00:00Z,2023-04-04T19:00:00+02:00,2023-04-04T18:00:00Z,2023-04-04T20:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-04T18:00:00Z,2023-04-04T20:00:00+02:00,2023-04-04T19:00:00Z,2023-04-04T21:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-04T18:00:00Z,2023-04-04T20:00:00+02:00,2023-04-04T19:00:00Z,2023-04-04T21:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-04T19:00:00Z,2023-04-04T21:00:00+02:00,2023-04-04T20:00:00Z,2023-04-04T22:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-04T19:00:00Z,2023-04-04T21:00:00+02:00,2023-04-04T20:00:00Z,2023-04-04T22:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-04T20:00:00Z,2023-04-04T22:00:00+02:00,2023-04-04T21:00:00Z,2023-04-04T23:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-04T20:00:00Z,2023-04-04T22:00:00+02:00,2023-04-04T21:00:00Z,2023-04-04T23:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-04T21:00:00Z,2023-04-04T23:00:00+02:00,2023-04-04T22:00:00Z,2023-04-05T00:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-04T21:00:00Z,2023-04-04T23:00:00+02:00,2023-04-04T22:00:00Z,2023-04-05T00:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-04T22:00:00Z,2023-04-05T00:00:00+02:00,2023-04-04T23:00:00Z,2023-04-05T01:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-04T22:00:00Z,2023-04-05T00:00:00+02:00,2023-04-04T23:00:00Z,2023-04-05T01:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-04T23:00:00Z,2023-04-05T01:00:00+02:00,2023-04-05T00:00:00Z,2023-04-05T02:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-04T23:00:00Z,2023-04-05T01:00:00+02:00,2023-04-05T00:00:00Z,2023-04-05T02:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T00:00:00Z,2023-04-05T02:00:00+02:00,2023-04-05T01:00:00Z,2023-04-05T03:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T00:00:00Z,2023-04-05T02:00:00+02:00,2023-04-05T01:00:00Z,2023-04-05T03:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T01:00:00Z,2023-04-05T03:00:00+02:00,2023-04-05T02:00:00Z,2023-04-05T04:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T01:00:00Z,2023-04-05T03:00:00+02:00,2023-04-05T02:00:00Z,2023-04-05T04:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T02:00:00Z,2023-04-05T04:00:00+02:00,2023-04-05T03:00:00Z,2023-04-05T05:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T02:00:00Z,2023-04-05T04:00:00+02:00,2023-04-05T03:00:00Z,2023-04-05T05:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T03:00:00Z,2023-04-05T05:00:00+02:00,2023-04-05T04:00:00Z,2023-04-05T06:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T03:00:00Z,2023-04-05T05:00:00+02:00,2023-04-05T04:00:00Z,2023-04-05T06:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T04:00:00Z,2023-04-05T06:00:00+02:00,2023-04-05T05:00:00Z,2023-04-05T07:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T04:00:00Z,2023-04-05T06:00:00+02:00,2023-04-05T05:00:00Z,2023-04-05T07:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T05:00:00Z,2023-04-05T07:00:00+02:00,2023-04-05T06:00:00Z,2023-04-05T08:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T05:00:00Z,2023-04-05T07:00:00+02:00,2023-04-05T06:00:00Z,2023-04-05T08:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T06:00:00Z,2023-04-05T08:00:00+02:00,2023-04-05T07:00:00Z,2023-04-05T09:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T06:00:00Z,2023-04-05T08:00:00+02:00,2023-04-05T07:00:00Z,2023-04-05T09:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T07:00:00Z,2023-04-05T09:00:00+02:00,2023-04-05T08:00:00Z,2023-04-05T10:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T07:00:00Z,2023-04-05T09:00:00+02:00,2023-04-05T08:00:00Z,2023-04-05T10:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T08:00:00Z,2023-04-05T10:00:00+02:00,2023-04-05T09:00:00Z,2023-04-05T11:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T08:00:00Z,2023-04-05T10:00:00+02:00,2023-04-05T09:00:00Z,2023-04-05T11:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T09:00:00Z,2023-04-05T11:00:00+02:00,2023-04-05T10:00:00Z,2023-04-05T12:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T09:00:00Z,2023-04-05T11:00:00+02:00,2023-04-05T10:00:00Z,2023-04-05T12:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T10:00:00Z,2023-04-05T12:00:00+02:00,2023-04-05T11:00:00Z,2023-04-05T13:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T10:00:00Z,2023-04-05T12:00:00+02:00,2023-04-05T11:00:00Z,2023-04-05T13:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T11:00:00Z,2023-04-05T13:00:00+02:00,2023-04-05T12:00:00Z,2023-04-05T14:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T11:00:00Z,2023-04-05T13:00:00+02:00,2023-04-05T12:00:00Z,2023-04-05T14:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T12:00:00Z,2023-04-05T14:00:00+02:00,2023-04-05T13:00:00Z,2023-04-05T15:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T12:00:00Z,2023-04-05T14:00:00+02:00,2023-04-05T13:00:00Z,2023-04-05T15:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T13:00:00Z,2023-04-05T15:00:00+02:00,2023-04-05T14:00:00Z,2023-04-05T16:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T13:00:00Z,2023-04-05T15:00:00+02:00,2023-04-05T14:00:00Z,2023-04-05T16:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T14:00:00Z,2023-04-05T16:00:00+02:00,2023-04-05T15:00:00Z,2023-04-05T17:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T14:00:00Z,2023-04-05T16:00:00+02:00,2023-04-05T15:00:00Z,2023-04-05T17:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T16:00:00Z,2023-04-05T18:00:00+02:00,2023-04-05T17:00:00Z,2023-04-05T19:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T16:00:00Z,2023-04-05T18:00:00+02:00,2023-04-05T17:00:00Z,2023-04-05T19:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T17:00:00Z,2023-04-05T19:00:00+02:00,2023-04-05T18:00:00Z,2023-04-05T20:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T17:00:00Z,2023-04-05T19:00:00+02:00,2023-04-05T18:00:00Z,2023-04-05T20:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-05T18:00:00Z,2023-04-05T20:00:00+02:00,2023-04-05T19:00:00Z,2023-04-05T21:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-05T18:00:00Z,2023-04-05T20:00:00+02:00,2023-04-05T19:00:00Z,2023-04-05T21:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-06T05:00:00Z,2023-04-06T07:00:00+02:00,2023-04-06T06:00:00Z,2023-04-06T08:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-06T05:00:00Z,2023-04-06T07:00:00+02:00,2023-04-06T06:00:00Z,2023-04-06T08:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-06T07:00:00Z,2023-04-06T09:00:00+02:00,2023-04-06T08:00:00Z,2023-04-06T10:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-06T07:00:00Z,2023-04-06T09:00:00+02:00,2023-04-06T08:00:00Z,2023-04-06T10:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-06T13:00:00Z,2023-04-06T15:00:00+02:00,2023-04-06T14:00:00Z,2023-04-06T16:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-06T13:00:00Z,2023-04-06T15:00:00+02:00,2023-04-06T14:00:00Z,2023-04-06T16:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-06T14:00:00Z,2023-04-06T16:00:00+02:00,2023-04-06T15:00:00Z,2023-04-06T17:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-06T14:00:00Z,2023-04-06T16:00:00+02:00,2023-04-06T15:00:00Z,2023-04-06T17:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-06T15:00:00Z,2023-04-06T17:00:00+02:00,2023-04-06T16:00:00Z,2023-04-06T18:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-06T15:00:00Z,2023-04-06T17:00:00+02:00,2023-04-06T16:00:00Z,2023-04-06T18:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-06T16:00:00Z,2023-04-06T18:00:00+02:00,2023-04-06T17:00:00Z,2023-04-06T19:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-06T16:00:00Z,2023-04-06T18:00:00+02:00,2023-04-06T17:00:00Z,2023-04-06T19:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-06T17:00:00Z,2023-04-06T19:00:00+02:00,2023-04-06T18:00:00Z,2023-04-06T20:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-06T17:00:00Z,2023-04-06T19:00:00+02:00,2023-04-06T18:00:00Z,2023-04-06T20:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-06T18:00:00Z,2023-04-06T20:00:00+02:00,2023-04-06T19:00:00Z,2023-04-06T21:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-06T18:00:00Z,2023-04-06T20:00:00+02:00,2023-04-06T19:00:00Z,2023-04-06T21:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-06T19:00:00Z,2023-04-06T21:00:00+02:00,2023-04-06T20:00:00Z,2023-04-06T22:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-06T19:00:00Z,2023-04-06T21:00:00+02:00,2023-04-06T20:00:00Z,2023-04-06T22:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-06T20:00:00Z,2023-04-06T22:00:00+02:00,2023-04-06T21:00:00Z,2023-04-06T23:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-06T20:00:00Z,2023-04-06T22:00:00+02:00,2023-04-06T21:00:00Z,2023-04-06T23:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-06T21:00:00Z,2023-04-06T23:00:00+02:00,2023-04-06T22:00:00Z,2023-04-07T00:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-06T21:00:00Z,2023-04-06T23:00:00+02:00,2023-04-06T22:00:00Z,2023-04-07T00:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-06T22:00:00Z,2023-04-07T00:00:00+02:00,2023-04-06T23:00:00Z,2023-04-07T01:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-06T22:00:00Z,2023-04-07T00:00:00+02:00,2023-04-06T23:00:00Z,2023-04-07T01:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-06T23:00:00Z,2023-04-07T01:00:00+02:00,2023-04-07T00:00:00Z,2023-04-07T02:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-06T23:00:00Z,2023-04-07T01:00:00+02:00,2023-04-07T00:00:00Z,2023-04-07T02:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T00:00:00Z,2023-04-07T02:00:00+02:00,2023-04-07T01:00:00Z,2023-04-07T03:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T00:00:00Z,2023-04-07T02:00:00+02:00,2023-04-07T01:00:00Z,2023-04-07T03:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T01:00:00Z,2023-04-07T03:00:00+02:00,2023-04-07T02:00:00Z,2023-04-07T04:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T01:00:00Z,2023-04-07T03:00:00+02:00,2023-04-07T02:00:00Z,2023-04-07T04:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T02:00:00Z,2023-04-07T04:00:00+02:00,2023-04-07T03:00:00Z,2023-04-07T05:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T02:00:00Z,2023-04-07T04:00:00+02:00,2023-04-07T03:00:00Z,2023-04-07T05:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T03:00:00Z,2023-04-07T05:00:00+02:00,2023-04-07T04:00:00Z,2023-04-07T06:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T03:00:00Z,2023-04-07T05:00:00+02:00,2023-04-07T04:00:00Z,2023-04-07T06:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T04:00:00Z,2023-04-07T06:00:00+02:00,2023-04-07T05:00:00Z,2023-04-07T07:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T04:00:00Z,2023-04-07T06:00:00+02:00,2023-04-07T05:00:00Z,2023-04-07T07:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T05:00:00Z,2023-04-07T07:00:00+02:00,2023-04-07T06:00:00Z,2023-04-07T08:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T05:00:00Z,2023-04-07T07:00:00+02:00,2023-04-07T06:00:00Z,2023-04-07T08:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T06:00:00Z,2023-04-07T08:00:00+02:00,2023-04-07T07:00:00Z,2023-04-07T09:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T06:00:00Z,2023-04-07T08:00:00+02:00,2023-04-07T07:00:00Z,2023-04-07T09:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T07:00:00Z,2023-04-07T09:00:00+02:00,2023-04-07T08:00:00Z,2023-04-07T10:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T07:00:00Z,2023-04-07T09:00:00+02:00,2023-04-07T08:00:00Z,2023-04-07T10:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T08:00:00Z,2023-04-07T10:00:00+02:00,2023-04-07T09:00:00Z,2023-04-07T11:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T08:00:00Z,2023-04-07T10:00:00+02:00,2023-04-07T09:00:00Z,2023-04-07T11:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T09:00:00Z,2023-04-07T11:00:00+02:00,2023-04-07T10:00:00Z,2023-04-07T12:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T09:00:00Z,2023-04-07T11:00:00+02:00,2023-04-07T10:00:00Z,2023-04-07T12:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T10:00:00Z,2023-04-07T12:00:00+02:00,2023-04-07T11:00:00Z,2023-04-07T13:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T10:00:00Z,2023-04-07T12:00:00+02:00,2023-04-07T11:00:00Z,2023-04-07T13:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T11:00:00Z,2023-04-07T13:00:00+02:00,2023-04-07T12:00:00Z,2023-04-07T14:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T11:00:00Z,2023-04-07T13:00:00+02:00,2023-04-07T12:00:00Z,2023-04-07T14:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T12:00:00Z,2023-04-07T14:00:00+02:00,2023-04-07T13:00:00Z,2023-04-07T15:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T12:00:00Z,2023-04-07T14:00:00+02:00,2023-04-07T13:00:00Z,2023-04-07T15:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T13:00:00Z,2023-04-07T15:00:00+02:00,2023-04-07T14:00:00Z,2023-04-07T16:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T13:00:00Z,2023-04-07T15:00:00+02:00,2023-04-07T14:00:00Z,2023-04-07T16:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T17:00:00Z,2023-04-07T19:00:00+02:00,2023-04-07T18:00:00Z,2023-04-07T20:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T17:00:00Z,2023-04-07T19:00:00+02:00,2023-04-07T18:00:00Z,2023-04-07T20:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T18:00:00Z,2023-04-07T20:00:00+02:00,2023-04-07T19:00:00Z,2023-04-07T21:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T18:00:00Z,2023-04-07T20:00:00+02:00,2023-04-07T19:00:00Z,2023-04-07T21:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T19:00:00Z,2023-04-07T21:00:00+02:00,2023-04-07T20:00:00Z,2023-04-07T22:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T19:00:00Z,2023-04-07T21:00:00+02:00,2023-04-07T20:00:00Z,2023-04-07T22:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T20:00:00Z,2023-04-07T22:00:00+02:00,2023-04-07T21:00:00Z,2023-04-07T23:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T20:00:00Z,2023-04-07T22:00:00+02:00,2023-04-07T21:00:00Z,2023-04-07T23:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T21:00:00Z,2023-04-07T23:00:00+02:00,2023-04-07T22:00:00Z,2023-04-08T00:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T21:00:00Z,2023-04-07T23:00:00+02:00,2023-04-07T22:00:00Z,2023-04-08T00:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T22:00:00Z,2023-04-08T00:00:00+02:00,2023-04-07T23:00:00Z,2023-04-08T01:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T22:00:00Z,2023-04-08T00:00:00+02:00,2023-04-07T23:00:00Z,2023-04-08T01:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-07T23:00:00Z,2023-04-08T01:00:00+02:00,2023-04-08T00:00:00Z,2023-04-08T02:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-07T23:00:00Z,2023-04-08T01:00:00+02:00,2023-04-08T00:00:00Z,2023-04-08T02:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-08T00:00:00Z,2023-04-08T02:00:00+02:00,2023-04-08T01:00:00Z,2023-04-08T03:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-08T00:00:00Z,2023-04-08T02:00:00+02:00,2023-04-08T01:00:00Z,2023-04-08T03:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-08T01:00:00Z,2023-04-08T03:00:00+02:00,2023-04-08T02:00:00Z,2023-04-08T04:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-08T01:00:00Z,2023-04-08T03:00:00+02:00,2023-04-08T02:00:00Z,2023-04-08T04:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-08T02:00:00Z,2023-04-08T04:00:00+02:00,2023-04-08T03:00:00Z,2023-04-08T05:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-08T02:00:00Z,2023-04-08T04:00:00+02:00,2023-04-08T03:00:00Z,2023-04-08T05:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-08T03:00:00Z,2023-04-08T05:00:00+02:00,2023-04-08T04:00:00Z,2023-04-08T06:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-08T03:00:00Z,2023-04-08T05:00:00+02:00,2023-04-08T04:00:00Z,2023-04-08T06:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-08T04:00:00Z,2023-04-08T06:00:00+02:00,2023-04-08T05:00:00Z,2023-04-08T07:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-08T04:00:00Z,2023-04-08T06:00:00+02:00,2023-04-08T05:00:00Z,2023-04-08T07:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-08T05:00:00Z,2023-04-08T07:00:00+02:00,2023-04-08T06:00:00Z,2023-04-08T08:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-08T05:00:00Z,2023-04-08T07:00:00+02:00,2023-04-08T06:00:00Z,2023-04-08T08:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-08T06:00:00Z,2023-04-08T08:00:00+02:00,2023-04-08T07:00:00Z,2023-04-08T09:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-08T06:00:00Z,2023-04-08T08:00:00+02:00,2023-04-08T07:00:00Z,2023-04-08T09:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-08T07:00:00Z,2023-04-08T09:00:00+02:00,2023-04-08T08:00:00Z,2023-04-08T10:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-08T07:00:00Z,2023-04-08T09:00:00+02:00,2023-04-08T08:00:00Z,2023-04-08T10:00:00+02:00
-995.0,,,False,19843,no,µg/m³,,raw,01:00:00,2023-04-08T08:00:00Z,2023-04-08T10:00:00+02:00,2023-04-08T09:00:00Z,2023-04-08T11:00:00+02:00,1,01:00:00,1,01:00:00,100.0,100.0,2023-04-08T08:00:00Z,2023-04-08T10:00:00+02:00,2023-04-08T09:00:00Z,2023-04-08T11:00:00+02:00
